id,recipe_name,category,main_ingredient,rating,image_name,description,ingredients,image,cluster,cluster_numeric,predicted_cluster
23,Churros,Dessert,Tepung,4.4,,,,/system-recipe-v2/assets/images/no_image_available.svg,High,1,1
26,Fettuccine Alfredo,Pasta,Fettuccine,4.4,,"Cook pasta according to package instructions in a large pot of boiling water and salt. Add heavy cream and butter to a large skillet over medium heat until the cream bubbles and the butter melts. Whisk in parmesan and add seasoning (salt and black pepper). Let the sauce thicken slightly and then add the pasta and toss until coated in sauce. Garnish with parsley, and it's ready.","1 lb Fettuccine
1/2 cup  Heavy Cream
1/2 cup  Butter
1/2 cup  Parmesan
2 tbsp Parsley
Black Pepper",/system-recipe-v2/assets/images/no_image_available.svg,High,1,1
2,Spaghetti Carbonara,Pasta,Pasta,4.3,,,,/system-recipe-v2/assets/images/no_image_available.svg,High,1,1
22,Burrito Chicken,Mexican,Tortilla,4.3,,,,/system-recipe-v2/assets/images/no_image_available.svg,High,1,1
11,Nachos Deluxe,Mexican,Tortilla,4.3,,,,/system-recipe-v2/assets/images/no_image_available.svg,High,1,1
35,Risotto,Seafood,butter,4.3,,"Melt the butter in a thick-based pan and gently cook the onion without colour until it is soft.
Add the rice and stir to coat all the grains in the butter
Add the wine and cook gently stirring until it is absorbed
Gradually add the hot stock, stirring until each addition is absorbed. Keep stirring until the rice is tender
Season with the lemon juice and zest, and pepper to taste. (there will probably be sufficient saltiness from the salmon to not need to add salt) Stir gently to heat through
Serve scattered with the Parmesan and seasonal vegetables.
Grill the salmon and gently place onto the risotto with the prawns and asparagus","50g/2oz butter
1 finely chopped  onion
150g rice
125ml  white wine
1 litre hot vegetable stock
The juice and zest of one lemon
240g large King Prawns
150g salmon
100g tips blanched briefly in boiling water asparagus
ground black pepper
50g shavings Parmesan",/system-recipe-v2/assets/images/no_image_available.svg,High,1,1
12,Donat Gula,Dessert,Tepung,4.2,,,,/system-recipe-v2/assets/images/no_image_available.svg,High,1,1
6,Beef Burger,Western,Daging,4.2,,,,/system-recipe-v2/assets/images/no_image_available.svg,High,1,1
28,Beef Stew,Western,Daging,4.2,,,,/system-recipe-v2/assets/images/no_image_available.svg,High,1,1
32,Quesadilla,Mexican,Tortilla,4.2,,,,/system-recipe-v2/assets/images/no_image_available.svg,High,1,1
41,Veggie Burrito,Mexican,Sayur,4.2,,,,/system-recipe-v2/assets/images/no_image_available.svg,High,1,1
38,Meatloaf,Miscellaneous,Olive Oil,4.2,,"Heat oven to 180C/160C fan/gas 4. Heat the oil in a large frying pan and cook the onion for 8-10 mins until softened. Add the garlic, Worcestershire sauce and 2 tsp tomato purée, and stir until combined. Set aside to cool.

Put the turkey mince, egg, breadcrumbs and cooled onion mix in a large bowl and season well. Mix everything to combine, then shape into a rectangular loaf and place in a large roasting tin. Spread 2 tbsp barbecue sauce over the meatloaf and bake for 30 mins.

Meanwhile, drain 1 can of beans only, then pour both cans into a large bowl. Add the remaining barbecue sauce and tomato purée. Season and set aside.

When the meatloaf has had its initial cooking time, scatter the beans around the outside and bake for 15 mins more until the meatloaf is cooked through and the beans are piping hot. Scatter over the parsley and serve the meatloaf in slices.","1 tblsp  Olive Oil
1 large Onion
1 clove peeled crushed Garlic
2 tblsp  Worcestershire Sauce
3 tsp Tomato Puree
500g Turkey Mince
1 large Eggs
85g Breadcrumbs
2 tblsp  Barbeque Sauce
800g Cannellini Beans
2 tblsp  Parsley",/system-recipe-v2/assets/images/no_image_available.svg,High,1,1
7,Caesar Salad,Western,Sayur,4.1,,,,/system-recipe-v2/assets/images/no_image_available.svg,High,1,1
19,Greek Salad,Chicken,Quinoa,4.1,,"Cook the quinoa following the pack instructions, then rinse in cold water and drain thoroughly.

Meanwhile, mix the butter, chilli and garlic into a paste. Toss the chicken fillets in 2 tsp of the olive oil with some seasoning. Lay in a hot griddle pan and cook for 3-4 mins each side or until cooked through. Transfer to a plate, dot with the spicy butter and set aside to melt.

Next, tip the tomatoes, olives, onion, feta and mint into a bowl. Toss in the cooked quinoa. Stir through the remaining olive oil, lemon juice and zest, and season well. Serve with the chicken fillets on top, drizzled with any buttery chicken juices.","225g Quinoa
25g Butter
1 chopped Red Chilli
1 clove finely chopped Garlic
400g Chicken Breast
2 tbs Olive Oil
Handful Black Olives
1 chopped Red Onions
100g  Feta
Chopped Mint
Juice of 1/2 Lemon",/system-recipe-v2/assets/images/no_image_available.svg,High,1,1
10,Tacos Beef,Mexican,Tortilla,4.0,,,,/system-recipe-v2/assets/images/no_image_available.svg,High,1,1
18,Hotdog,Western,Daging,4.0,,,,/system-recipe-v2/assets/images/no_image_available.svg,High,1,1
29,Veggie Salad,Western,Sayur,4.0,,,,/system-recipe-v2/assets/images/no_image_available.svg,High,1,1
39,Coleslaw,Western,Sayur,4.0,,,,/system-recipe-v2/assets/images/no_image_available.svg,High,1,1
52978,Kumpir,Side,API,4.0,,"If you order kumpir in Turkey, the standard filling is first, lots of butter mashed into the potato, followed by cheese. There’s then a row of other toppings that you can just point at to your heart’s content – sweetcorn, olives, salami, coleslaw, Russian salad, allsorts – and you walk away with an over-stuffed potato because you got ever-excited by the choices on offer.

Grate (roughly – you can use as much as you like) 150g of cheese.
Finely chop one onion and one sweet red pepper.
Put these ingredients into a large bowl with a good sprinkling of salt and pepper, chilli flakes (optional).","2 large Potatoes
2 tbs Butter
150g Cheese
1 large Onion
1 large Red Pepper
Pinch Red Chilli Flakes",https://www.themealdb.com/images/media/meals/mlchx21564916997.jpg,High,0,1
52977,Corba,Side,API,4.0,,"Pick through your lentils for any foreign debris, rinse them 2 or 3 times, drain, and set aside.  Fair warning, this will probably turn your lentils into a solid block that you’ll have to break up later
In a large pot over medium-high heat, sauté the olive oil and the onion with a pinch of salt for about 3 minutes, then add the carrots and cook for another 3 minutes.
Add the tomato paste and stir it around for around 1 minute. Now add the cumin, paprika, mint, thyme, black pepper, and red pepper as quickly as you can and stir for 10 seconds to bloom the spices. Congratulate yourself on how amazing your house now smells.
Immediately add the lentils, water, broth, and salt. Bring the soup to a (gentle) boil.
After it has come to a boil, reduce heat to medium-low, cover the pot halfway, and cook for 15-20 minutes or until the lentils have fallen apart and the carrots are completely cooked.
After the soup has cooked and the lentils are tender, blend the soup either in a blender or simply use a hand blender to reach the consistency you desire. Taste for seasoning and add more salt if necessary.
Serve with crushed-up crackers, torn up bread, or something else to add some extra thickness.  You could also use a traditional thickener (like cornstarch or flour), but I prefer to add crackers for some texture and saltiness.  Makes great leftovers, stays good in the fridge for about a week.","1 cup  Lentils
1 large Onion
1 large Carrots
1 tbs Tomato Puree
2 tsp Cumin
1 tsp  Paprika
1/2 tsp Mint
1/2 tsp Thyme
1/4 tsp Black Pepper
1/4 tsp Red Pepper Flakes
4 cups  Vegetable Stock
1 cup  Water
Pinch Sea Salt",https://www.themealdb.com/images/media/meals/58oia61564916529.jpg,High,0,1
53065,Sushi,Seafood,API,4.0,,"STEP 1
TO MAKE SUSHI ROLLS: Pat out some rice. Lay a nori sheet on the mat, shiny-side down. Dip your hands in the vinegared water, then pat handfuls of rice on top in a 1cm thick layer, leaving the furthest edge from you clear.

STEP 2
Spread over some Japanese mayonnaise. Use a spoon to spread out a thin layer of mayonnaise down the middle of the rice.

STEP 3
Add the filling. Get your child to top the mayonnaise with a line of their favourite fillings – here we’ve used tuna and cucumber.

STEP 4
Roll it up. Lift the edge of the mat over the rice, applying a little pressure to keep everything in a tight roll.

STEP 5
Stick down the sides like a stamp. When you get to the edge without any rice, brush with a little water and continue to roll into a tight roll.

STEP 6
Wrap in cling film. Remove the mat and roll tightly in cling film before a grown-up cuts the sushi into thick slices, then unravel the cling film.

STEP 7
TO MAKE PRESSED SUSHI: Layer over some smoked salmon. Line a loaf tin with cling film, then place a thin layer of smoked salmon inside on top of the cling film.

STEP 8
Cover with rice and press down. Press about 3cm of rice over the fish, fold the cling film over and press down as much as you can, using another tin if you have one.

STEP 9
Tip it out like a sandcastle. Turn block of sushi onto a chopping board. Get a grown-up to cut into fingers, then remove the cling film.

STEP 10
TO MAKE SUSHI BALLS: Choose your topping. Get a small square of cling film and place a topping, like half a prawn or a small piece of smoked salmon, on it. Use damp hands to roll walnut-sized balls of rice and place on the topping.

STEP 11
Make into tight balls. Bring the corners of the cling film together and tighten into balls by twisting it up, then unwrap and serve.","300ml  Sushi Rice
100ml Rice wine
2 tbs Caster Sugar
3 tbs Mayonnaise
1 tbs Rice wine
1 tbs Soy Sauce
1 Cucumber",https://www.themealdb.com/images/media/meals/g046bb1663960946.jpg,High,0,1
52980,Stamppot,Pork,API,4.0,,"
Wash and peel the potatoes and cut into similarly sized pieces for even cooking.

In a large soup pot, boil the potatoes and the bay leaves in salted water for 20 minutes. Discard the bay leaves.

If you're not using a bag of ready-cut curly kale, wash the bunches thoroughly under cool running water to get rid of all soil—you wouldn't want that gritty texture in your finished dish. Trim any coarse stems and discard any brown leaves. With a sharp knife, cut the curly kale into thin strips.

Peel and chop the shallots.

In a frying pan or skillet, melt 1 tbsp. of butter and saute the shallots for a few minutes before adding the curly kale and 2 tbsp. of water. Season and cook for about 10 minutes, or until tender.

Warm the milk on the stove or in the microwave.

Drain, shake and dry the potatoes with kitchen towels before mashing with a potato masher or ricer. Working quickly, add the warm milk and the remaining butter. Season to taste with nutmeg, salt, and pepper. 

Mix the cooked curly kale through the cooked mashed potato mixture.

Top with slices of the smoked sausage and serve hot with your favorite mustard or gravy.

Serve and enjoy!","1.5kg Potatoes
2 leaves Bay Leaf
2 Shallots
3 tbs Butter
750g Kale
2 Sausages
500ml Milk
Grated Nutmeg
Pinch Salt
Pinch Pepper",https://www.themealdb.com/images/media/meals/hyarod1565090529.jpg,High,1,1
53028,Shawarma,Chicken,API,4.0,,"Combine the marinade ingredients in a large ziplock bag (or bowl).
Add the chicken and use your hands to make sure each piece is coated. If using a ziplock bag, I find it convenient to close the bag then massage the bag to disperse the rub all over each chicken piece.
Marinate overnight or up to 24 hours.
Combine the Yoghurt Sauce ingredients in a bowl and mix. Cover and put in the fridge until required (it will last for 3 days in the fridge).
Heat grill/BBQ (or large heavy based pan on stove) on medium high. You should not need to oil it because the marinade has oil in it and also thigh fillets have fat. But if you are worried then oil your hotplate/grill. (See notes for baking)
Place chicken on the grill and cook the first side for 4 to 5 minutes until nicely charred, then turn and cook the other side for 3 to 4 minutes (the 2nd side takes less time).
Remove chicken from the grill and cover loosely with foil. Set aside to rest for 5 minutes.
TO SERVE
Slice chicken and pile onto platter alongside flatbreads, Salad and the Yoghurt Sauce.
To make a wrap, get a piece of flatbread and smear with Yoghurt Sauce. Top with a bit of lettuce and tomato and Chicken Shawarma. Roll up and enjoy!","1 kg Chicken Thighs
1 tbs Coriander
1 tbs Cumin
1 tbs Cardamom
1 tsp  Cayenne Pepper
2 tsp Paprika
2 tbs Lemon Juice
3 tbs Olive Oil
1 cup  Greek Yogurt
1 Garlic Clove
1 tsp  Cumin
Splash Lemon Juice
Sliced Lettuce
Sliced Tomato
6 Pita Bread",https://www.themealdb.com/images/media/meals/kcv6hj1598733479.jpg,High,0,1
52785,Dal fry,Vegetarian,API,4.0,,"Wash and soak toor dal in approx. 3 cups of water, for at least one hours. Dal will be double in volume after soaking. Drain the water.
Cook dal with 2-1/2 cups water and add salt, turmeric, on medium high heat, until soft in texture (approximately 30 mins) it should be like thick soup.
In a frying pan, heat the ghee. Add cumin seeds, and mustard seeds. After the seeds crack, add bay leaves, green chili, ginger and chili powder. Stir for a few seconds.
Add tomatoes, salt and sugar stir and cook until tomatoes are tender and mushy.
Add cilantro and garam masala cook for about one minute.
Pour the seasoning over dal mix it well and cook for another minute.
Serve with Naan.","1 cup Toor dal
2-1/2 cups Water
1 tsp Salt
1/4 tsp Turmeric
3 tbs Ghee
1 cup Chopped tomatoes
1/2 tsp Cumin seeds
1/2 tsp Mustard Seeds
2 Bay Leaf
1 tbs chopped Green Chilli
2 tsp shredded Ginger
2 tbs  Cilantro
1/2 tsp Red Pepper
1/2 tsp Salt
1 tsp Sugar
1/4 tsp Garam Masala",https://www.themealdb.com/images/media/meals/wuxrtu1483564410.jpg,High,1,1
52887,Kedgeree,Seafood,API,4.0,,"For the rice, heat the oil in a large, lidded pan, add the onion, then gently fry for 5 mins until softened but not coloured. Add the spices, season with salt, then continue to fry until the mix start to go brown and fragrant; about 3 mins.
Add the rice and stir in well. Add 600ml water, stir, then bring to the boil. Reduce to a simmer, then cover for 10 mins. Take off the heat and leave to stand, covered, for 10-15 mins more. The rice will be perfectly cooked if you do not lift the lid before the end of the cooking.
Meanwhile, put the haddock and bay leaves in a frying pan, cover with the milk, then poach for 10 mins until the flesh flakes. Remove from the milk, peel away the skin, then flake the flesh into thumbsize pieces. Place the eggs in a pan, cover with water, bring to the boil, then reduce to a simmer. Leave for 4½-5 mins, plunge into cold water, then peel and cut the eggs into quarters. Gently mix the fish, eggs, parsley, coriander and rice together in the pan. Serve hot, sprinkled with a few extra herbs.","300g Smoked Haddock
2 Bay Leaves
300ml  Milk
4 Eggs
Handful Parsley
Handful Coriander
2 tbs Vegetable Oil
1 chopped Onion
1 tsp  Coriander
2 tsp Curry Powder
300g Rice",https://www.themealdb.com/images/media/meals/utxqpt1511639216.jpg,High,1,1
53086,Migas,Miscellaneous,API,3.0,,"Crumble the bread into small pieces. Sprinkle with cold water, cover with a damp cloth and leave for 30 minutes.
Heat 2 tsp of olive oil in a deep pan. Add the garlic cloves separated, skins on; just make a small cut with a knife to open them and keep frying for 5 minutes. Set the garlic aside.
In the same oil, where we fried everything, simmer the bread, stirring constantly for 15 minutes and add a grinding of black pepper.
Add the garlic, continue stirring for about 20 minutes. It will be ready when the bread is soft and golden.","1 large Bread
1 1/2 L  Olive Oil
Half Garlic
1 Handfull Pork",https://www.themealdb.com/images/media/meals/xd9aj21740432378.jpg,High,0,1
